initialCost;totalEstFee
176000.00;2186.30
3000.00;225.00
66500.00;903.60
3000.00;225.00
500000.00;2679.25
5000.00;265.00
15000.00;368.00
40000.00;625.50
30000.00;258.75
0.00;557.08
0.00;862.00
4160000.00;43061.50
0.00;160.00
83734.00;1078.70
0.00;100.00
88010.00;1130.20
0.00;190.00
1000.00;225.00
206800.00;2345.60
14000.00;357.70
75000.00;986.00
0.00;160.00
10000.00;316.50
66649.00;903.60
0.00;0.00
0.00;160.00
258300.00;1478.10
49000.00;718.20
47000.00;697.60
5000.00;265.00
50000.00;728.50
14500.00;368.00
0.00;200.00
15000.00;498.00
2500.00;225.00
69555.00;989.50
9750.00;316.50
66000.00;893.30
2000.00;225.00
6217779.00;64258.90
5000.00;265.00
40000.00;625.50
5105000.00;52795.00
0.00;202.00
334000.00;3653.70
237500.00;2664.90
50000.00;698.50
40000.00;625.50
10000.00;286.50
4000.00;245.00
40000.00;310.25
12000.00;337.10
153000.00;1854.40
8750.00;306.20
7400.00;145.45
20000.00;419.50
0.00;2708.00
30000.00;282.75
21000.00;429.80
0.00;250.00
0.00;0.00
103291.00;1284.70
0.00;420.00
0.00;190.00
0.00;160.00
88875.00;1130.20
1000.00;195.00
20000.00;419.50
8000.00;295.90
1728000.00;18011.90
69000.00;924.20
0.00;160.00
3647832.00;37787.90
35000.00;574.00
176424.00;2036.60
0.00;170.00
203700.00;2314.70
67500.00;968.90
1659985.00;17311.50
6000.00;135.15
32000.00;543.10
0.00;0.00
5000.00;265.00
115000.00;1398.00
0.00;170.00
0.00;220.00
65000.00;883.00
0.00;0.00
1600000.00;16693.50
115000.00;1398.00
5000.00;265.00
94000.00;1181.70
0.00;200.00
5000.00;265.00
1000.00;195.00
22000.00;440.10
412500.00;4522.40
65000.00;883.00
115000.00;1398.00
3000.00;130.00
0.00;160.00
115000.00;1398.00
9500.00;286.50
33750.00;563.70
20000.00;419.50
284255.00;3149.00
0.00;260.00
118940.00;1439.20
0.00;160.00
26700.00;491.60
0.00;0.00
50000.00;893.50
80000.00;1202.50
0.00;100.00
71000.00;944.80
152000.00;1779.10
0.00;160.00
0.00;160.00
80000.00;1037.50
47693.00;707.90
2533020.00;26313.70
0.00;200.00
695000.00;7372.00
102000.00;629.55
93000.00;1171.40
13600.00;176.35
72000.00;955.10
10000.00;316.50
0.00;160.00
12000.00;467.10
14000.00;487.70
15000.00;368.00
35688.00;584.30
0.00;160.00
25000.00;471.00
0.00;200.00
41400.00;646.10
0.00;420.00
8400.00;306.20
10000.00;155.75
9100.00;316.50
0.00;0.00
5200.00;275.30
147750.00;1737.90
0.00;160.00
76228.00;1006.60
9176000.00;94726.30
0.00;160.00
23000.00;450.40
0.00;160.00
0.00;0.00
3000.00;225.00
5000.00;265.00
5000.00;265.00
10750.00;326.80
10000.00;316.50
84240.00;1089.00
0.00;160.00
20000.00;419.50
1000.00;225.00
38250.00;615.20
0.00;170.00
0.00;878.60
11000.00;326.80
0.00;160.00
1795.00;225.00
36000.00;584.30
0.00;0.00
3000.00;225.00
307000.00;3375.60
35000.00;734.00
10000.00;316.50
11500.00;337.10
1124.00;225.00
35000.00;574.00
75000.00;1146.00
45000.00;677.00
0.00;550.00
2500.00;225.00
65000.00;883.00
7500.00;295.90
118300.00;1439.20
1000.00;225.00
0.00;0.00
0.00;130.00
7000.00;285.60
130000.00;1552.50
0.00;160.00
56000.00;950.30
179600.00;2067.50
55960.00;950.30
41000.00;315.40
26850.00;491.60
0.00;260.00
59800.00;831.50
78000.00;1016.90
0.00;250.00
0.00;0.00
0.00;0.00
15000.00;368.00
0.00;130.00
18000.00;398.90
0.00;0.00
3000.00;225.00
2000.00;225.00
73100.00;975.70
0.00;210.00
10000.00;316.50
0.00;180.00
21000.00;429.80
250000.00;2788.50
5000.00;265.00
6000.00;275.30
10420.00;160.90
130000.00;1552.50
8750.00;306.20
300000.00;3303.50
0.00;220.00
3000.00;225.00
3000.00;225.00
56800.00;800.60
43500.00;666.70
0.00;392.00
0.00;100.00
600000.00;3234.25
14900.00;338.00
88222.00;1130.20
0.00;420.00
0.00;200.00
17400.00;398.90
10000.00;155.75
0.00;420.00
10000.00;316.50
0.00;160.00
0.00;0.00
45250.00;687.30
25200.00;481.30
0.00;0.00
0.00;160.00
11000.00;456.80
5000.00;265.00
26400.00;491.60
3000.00;225.00
126395.00;1521.60
280000.00;3097.50
509992.00;5466.50
3000.00;225.00
11300.00;337.10
14200.00;368.00
0.00;130.00
41000.00;795.80
0.00;330.00
45056.00;687.30
94350.00;1192.00
0.00;1956.86
3000.00;195.00
203270.00;2314.70
0.00;792.00
40000.00;625.50
15000.00;338.00
31500.00;543.10
20000.00;419.50
9000.00;306.20
50000.00;698.50
203775.00;2314.70
91250.00;1161.10
19000.00;202.10
1020000.00;10719.50
154392.00;1810.00
23046.00;227.85
351000.00;3828.80
90000.00;1140.50
0.00;0.00
77000.00;976.60
2400000.00;24933.50
124520.00;1501.00
50000.00;698.50
105000.00;1295.00
108530.00;1336.20
0.00;160.00
57780.00;970.90
90000.00;1140.50
1200.00;130.00
95000.00;1192.00
0.00;100.00
25000.00;471.00
75000.00;690.50
1650000.00;17208.50
0.00;160.00
196260.00;4135.12
0.00;0.00
26250.00;491.60
0.00;0.00
35056.00;584.30
10000.00;316.50
34000.00;563.70
15000.00;528.00
23000.00;450.40
250000.00;1850.07
40500.00;635.80
5094107.00;52692.00
100000.00;1403.50
5000.00;130.00
107825.00;1325.90
10000.00;316.50
0.00;250.00
2000.00;130.00
0.00;200.00
8000.00;295.90
0.00;130.00
1000.00;225.00
75000.00;975.30
16000.00;186.65
25000.00;471.00
0.00;160.00
350000.00;3818.50
219000.00;2469.20
735475.00;3965.85
0.00;420.00
0.00;260.00
3000.00;225.00
3000.00;225.00
74000.00;975.70
0.00;0.00
168700.00;1954.20
1000.00;225.00
0.00;0.00
30000.00;737.50
49500.00;728.50
5000.00;265.00
22000.00;495.10
3000.00;225.00
0.00;0.00
93000.00;1171.40
125000.00;1501.00
15000.00;368.00
25000.00;631.00
220000.00;2479.50
4000.00;245.00
53000.00;759.40
85000.00;831.28
0.00;200.00
29500.00;258.75
0.00;170.00
150000.00;1758.50
0.00;0.00
110000.00;698.23
9700.00;381.50
86000.00;1099.30
112840.00;1377.40
120000.00;1449.50
0.00;0.00
50000.00;728.50
0.00;200.00
5000.00;265.00
0.00;480.00
5000.00;265.00
50000.00;728.50
0.00;160.00
2100000.00;21843.50
0.00;160.00
25000.00;471.00
0.00;180.00
38000.00;604.90
0.00;144.00
18000.00;398.90
0.00;170.00
25000.00;471.00
24000.00;460.70
16000.00;378.30
30000.00;522.50
0.00;160.00
10000.00;155.75
7515.00;295.90
0.00;160.00
3000.00;225.00
0.00;160.00
0.00;1924.88
0.00;160.00
11000.00;326.80
3000.00;225.00
20000.00;419.50
0.00;160.00
124000.00;1490.70
57900.00;810.90
0.00;0.00
10800.00;326.80
11750.00;337.10
0.00;472.00
25984.00;451.30
10000.00;316.50
60000.00;831.50
3000.00;225.00
0.00;160.00
80000.00;1037.50
15000.00;368.00
407440.00;4415.90
5500.00;245.30
0.00;160.00
4730247.00;48942.80
75000.00;986.00
25000.00;631.00
24000.00;460.70
6552000.00;67699.10
0.00;160.00
353500.00;3859.70
0.00;160.00
102000.00;1234.10
0.00;160.00
0.00;420.00
0.00;984.92
2600.00;195.00
583500.00;6228.70
0.00;0.00
721000.00;7639.80
5000.00;265.00
118000.00;1428.90
158000.00;1895.90
15000.00;368.00
186025.00;2139.60
0.00;420.00
113000.00;1432.40
0.00;200.00
10000.00;316.50
25000.00;471.00
0.00;160.00
0.00;420.00
10000.00;316.50
498907.00;5353.20
0.00;160.00
145000.00;1707.00
0.00;464.98
44700.00;677.00
0.00;160.00
22100.00;450.40
0.00;160.00
0.00;0.00
50000.00;728.50
8500.00;306.20
14912.00;368.00
57608.00;928.30
0.00;1785.00
81000.00;561.40
101000.00;1253.80
0.00;160.00
0.00;160.00
115000.00;1398.00
364050.00;3973.00
17665.00;196.95
0.00;160.00
0.00;960.00
0.00;160.00
400000.00;4333.50
5000.00;265.00
27000.00;491.60
0.00;0.00
18000.00;398.90
71000.00;944.80
10800.00;326.80
12000.00;337.10
0.00;0.00
300000.00;3303.50
0.00;160.00
10000.00;316.50
48750.00;718.20
0.00;240.00
115000.00;1398.00
4000.00;245.00
16000.00;378.30
0.00;0.00
139364.00;1815.50
160000.00;1861.50
0.00;200.00
0.00;170.00
0.00;160.00
0.00;160.00
38000.00;604.90
200000.00;2273.50
115000.00;1398.00
39600.00;625.50
0.00;170.00
27000.00;491.60
45000.00;677.00
0.00;180.00
0.00;160.00
0.00;100.00
90900.00;572.90
0.00;180.00
0.00;160.00
6500.00;285.60
36000.00;584.30
80000.00;1037.50
65000.00;883.00
5000.00;265.00
65000.00;883.00
0.00;160.00
13000.00;347.40
21000.00;429.80
131450.00;1573.10
36000.00;584.30
65000.00;883.00
0.00;220.00
8000.00;295.90
22500.00;450.40
23500.00;460.70
369000.00;4014.20
5000.00;265.00
405000.00;4385.00
30084.00;263.90
13000.00;347.40
3000.00;225.00
12000.00;166.05
0.00;180.00
59000.00;821.20
250000.00;1391.75
63000.00;862.40
170000.00;1002.19
67940.00;913.90
0.00;180.00
169000.00;1954.20
15000.00;368.00
53890.00;382.35
15000.00;368.00
22000.00;440.10
0.00;0.00
3000.00;225.00
98000.00;1222.90
0.00;240.00
0.00;170.00
40000.00;595.50
25000.00;471.00
25000.00;471.00
186000.00;2129.30
18350.00;409.20
1000.00;225.00
94000.00;1181.70
5012.00;245.30
0.00;160.00
89800.00;1140.50
240000.00;2685.50
75000.00;986.00
20000.00;207.25
80000.00;1037.50
3000.00;225.00
0.00;0.00
27226.00;501.90
47000.00;697.60
18000.00;398.90
290000.00;3200.50
98880.00;1233.20
0.00;160.00
15000.00;181.50
3000.00;225.00
100000.00;1243.50
16000.00;378.30
3000.00;225.00
40000.00;625.50
70000.00;464.75
125000.00;1661.00
0.00;160.00
25000.00;471.00
0.00;450.00
40000.00;625.50
24000.00;460.70
477000.00;5126.60
300000.00;3303.50
0.00;160.00
2834500.00;29414.00
0.00;510.00
879000.00;9267.20
10000.00;316.50
92000.00;1161.10
470000.00;5054.50
157000.00;912.80
0.00;0.00
100.00;280.00
3000.00;225.00
3000.00;225.00
10000.00;316.50
0.00;0.00
40000.00;595.50
22000.00;440.10
4500.00;130.00
0.00;160.00
163900.00;1902.70
22400.00;450.40
0.00;160.00
20000.00;207.25
5000.00;130.00
17150.00;398.90
30000.00;522.50
13000.00;347.40
285870.00;3319.30
6000.00;275.30
0.00;1496.00
3000.00;225.00
140000.00;1655.50
418000.00;4518.90
300000.00;3303.50
24000.00;460.70
50000.00;361.75
11000.00;326.80
140000.00;1710.50
0.00;170.00
14000.00;176.35
0.00;220.00
106000.00;1305.30
10000.00;316.50
114009.00;1398.00
10000.00;316.50
7000.00;285.60
15000.00;368.00
10000.00;316.50
63360.00;1242.82
0.00;1291.52
0.00;240.00
2500.00;280.00
60460.00;841.80
0.00;160.00
98726.00;1233.20
2400.00;225.00
6930.00;445.60
6000.00;275.30
3918000.00;40568.90
20000.00;207.25
0.00;0.00
0.00;160.00
0.00;200.00
7200.00;295.90
0.00;3472.00
5000.00;265.00
20000.00;419.50
66000.00;893.30
10000.00;316.50
15000.00;368.00
0.00;0.00
0.00;160.00
690000.00;7320.50
103000.00;1274.40
143000.00;1686.40
25000.00;471.00
0.00;0.00
34000.00;563.70
100.00;225.00
1000.00;225.00
110000.00;1346.50
10000.00;155.75
39500.00;625.50
407025.00;4415.90
0.00;130.00
107900.00;1325.90
17500.00;398.90
22000.00;440.10
84000.00;1078.70
0.00;100.00
225000.00;2531.00
20000.00;549.50
7205.00;295.90
190300.00;2180.80
300000.00;3303.50
5300.00;275.30
23500.00;460.70
8500.00;361.20
37200.00;604.90
81236.00;1058.10
20000.00;419.50
40000.00;625.50
50000.00;728.50
14000.00;357.70
7500.00;295.90
43000.00;656.40
0.00;160.00
200000.00;2273.50
308201.00;3396.20
0.00;0.00
0.00;160.00
0.00;0.00
0.00;160.00
189200.00;2170.50
10000.00;155.75
2000.00;225.00
0.00;200.00
100000.00;1243.50
4000.00;245.00
24460.00;471.00
2500.00;225.00
0.00;508.76
9000.00;306.20
0.00;200.00
15020.00;378.30
0.00;0.00
15000.00;368.00
0.00;170.00
8800.00;150.60
407000.00;4405.60
100100.00;624.40
120881.00;1459.80
0.00;607.48
100000.00;1243.50
0.00;0.00
16000.00;186.65
1000.00;225.00
15000.00;368.00
1000.00;225.00
71200.00;955.10
56000.00;790.30
10000.00;371.50
131800.00;1573.10
5000.00;265.00
150000.00;1758.50
0.00;250.00
60000.00;831.50
20000.00;419.50
26000.00;481.30
242000.00;2706.10
20000.00;207.25
52450.00;759.40
0.00;160.00
1000.00;225.00
0.00;310.00
0.00;160.00
66000.00;893.30
2277120.00;23891.90
0.00;320.00
25000.00;631.00
4000.00;245.00
3000.00;225.00
1547000.00;16147.60
12595000.00;129942.00
0.00;160.00
245000.00;2737.00
99500.00;1243.50
5000.00;265.00
45000.00;677.00
125000.00;1501.00
3000.00;225.00
2000.00;225.00
3000.00;225.00
100100.00;1253.80
0.00;250.00
157500.00;1840.90
260105.00;2901.80
10000.00;316.50
40000.00;625.50
13125.00;176.35
0.00;190.00
130000.00;1552.50
0.00;340.00
199000.00;2263.20
0.00;0.00
10000.00;446.50
1000.00;225.00
4000.00;245.00
18704.00;409.20
65000.00;439.00
525000.00;5621.00
5150.00;245.30
1449400.00;15148.50
0.00;100.00
40000.00;310.25
0.00;160.00
0.00;806.00
71700.00;955.10
20800.00;429.80
117000.00;1418.60
0.00;0.00
53100.00;769.70
218200.00;2469.20
0.00;3560.00
2150000.00;22358.50
49000.00;695.20
1500.00;195.00
75000.00;986.00
50000.00;728.50
2000.00;225.00
40000.00;625.50
600000.00;6393.50
10000.00;155.75
300000.00;3303.50
30000.00;522.50
100000.00;1243.50
1200000.00;12573.50
15000.00;368.00
1051178.00;11049.10
470000.00;5054.50
0.00;250.00
20000.00;419.50
84500.00;1089.00
12000.00;467.10
6000.00;135.15
193570.00;2211.70
14500.00;368.00
5000.00;265.00
4000.00;245.00
0.00;210.00
0.00;160.00
75000.00;986.00
0.00;1640.00
758000.00;8020.90
30000.00;258.75
204315.00;2325.00
0.00;372.28
325000.00;3561.00
407385.00;4415.90
81000.00;565.44
1000.00;225.00
10000.00;155.75
15000.00;368.00
74200.00;530.50
1000.00;225.00
424.00;225.00
0.00;160.00
0.00;806.00
0.00;160.00
15000.00;368.00
147937.00;1737.90
13850.00;357.70
0.00;160.00
3040000.00;31525.50
455000.00;4900.00
90100.00;1150.80
90100.00;1150.80
2400.00;225.00
14400.00;368.00
363480.00;3962.70
100000.00;1243.50
40000.00;625.50
24822.00;471.00
50000.00;728.50
636000.00;6764.30
45000.00;677.00
98400.00;1233.20
45000.00;677.00
1615406.00;16858.30
0.00;160.00
20000.00;549.50
700000.00;7423.50
25000.00;601.00
14500.00;384.70
73380.00;1094.40
0.00;160.00
54000.00;769.70
0.00;1600.00
2500.00;195.00
8800.00;150.60
0.00;260.00
9000.00;306.20
193680.00;3685.62
400000.00;4493.50
604250.00;6445.00
21000.00;429.80
36600.00;649.60
20000.00;419.50
5000.00;320.00
20000.00;207.25
30000.00;522.50
31000.00;532.80
6872.00;285.60
55200.00;790.30
10000.00;316.50
49500.00;728.50
56500.00;800.60
0.00;0.00
105000.00;1295.00
24000.00;227.85
141000.00;1665.80
5214.00;275.30
195000.00;2222.00
50000.00;728.50
52500.00;759.40
20000.00;224.29
13595495.00;140252.30
120000.00;1058.69
5000.00;235.00
20000.00;207.25
99000.00;1233.20
0.00;240.00
123750.00;5563.32
105856.00;690.15
25000.00;233.00
15000.00;368.00
0.00;160.00
0.00;250.00
217825.00;2618.90
0.00;0.00
37500.00;604.90
4293000.00;44606.64
32000.00;513.10
19000.00;409.20
30000.00;258.75
76905.00;540.80
30800.00;502.80
7000.00;285.60
15000.00;368.00
45000.00;677.00
26881.00;491.60
0.00;576.00
39000.00;615.20
0.00;0.00
0.00;1600.00
40000.00;310.25
109000.00;1336.20
0.00;304.00
2000.00;225.00
0.00;170.00
70000.00;1988.52
1200000.00;12573.50
10000.00;316.50
15000.00;368.00
3000.00;225.00
135000.00;1604.00
25000.00;471.00
12000.00;337.10
0.00;300.00
100.00;280.00
12000.00;337.10
10000.00;286.50
50700.00;738.80
3000.00;225.00
0.00;176.00
0.00;160.00
6000.00;275.30
5300.00;275.30
62000.00;852.10
179750.00;2067.50
15500.00;378.30
0.00;230.00
379610.00;4127.50
20000.00;419.50
210000.00;2376.50
0.00;260.00
68400.00;924.20
80000.00;845.73
176920.00;2036.60
0.00;220.00
13000.00;347.40
0.00;350.00
24500.00;233.00
19170.00;419.50
12500.00;347.40
103898.00;639.85
0.00;160.00
200000.00;2273.50
20000.00;549.50
0.00;400.00
592755.00;6321.40
133087.00;1648.70
10000.00;155.75
193000.00;2201.40
5300.00;275.30
5300.00;275.30
832000.00;8783.10
40000.00;625.50
61500.00;852.10
0.00;160.00
0.00;564.08
200000.00;1134.25
0.00;0.00
137000.00;1784.60
116000.00;1568.30
0.00;160.00
0.00;0.00
0.00;160.00
47000.00;697.60
210000.00;2506.50
0.00;160.00
0.00;320.00
0.00;160.00
45360.00;687.30
708000.00;7505.90
320000.00;3509.50
55000.00;780.00
229000.00;2572.20
5400.00;275.30
383881.00;4168.70
0.00;0.00
10000.00;316.50
15000.00;368.00
20000.00;419.50
24000.00;460.70
92000.00;1161.10
90000.00;1140.50
45000.00;677.00
18400.00;409.20
0.00;485.00
8500.00;306.20
87000.00;1109.60
5000.00;265.00
95000.00;1192.00
59200.00;831.50
10500.00;326.80
42750.00;656.40
0.00;667.00
0.00;0.00
159500.00;1861.50
27640.00;320.61
184886.00;3019.88
1500.00;225.00
68000.00;913.90
15000.00;368.00
48000.00;351.45
15000.00;221.50
275000.00;3046.00
150000.00;1758.50
30000.00;522.50
25000.00;787.92
25000.00;471.00
4700.00;265.00
64600.00;883.00
1350000.00;14118.50
10000.00;371.50
20600.00;429.80
1500.00;195.00
506896.00;5435.60
0.00;250.00
0.00;220.00
0.00;378.40
0.00;160.00
0.00;160.00
25000.00;471.00
82400.00;1068.40
29500.00;522.50
30100.00;532.80
20000.00;419.50
77000.00;976.60
20000.00;419.50
55000.00;780.00
115000.00;1398.00
25000.00;601.00
1000.00;225.00
70000.00;934.50
99600.00;1243.50
0.00;160.00
145000.00;891.00
50000.00;926.23
0.00;416.00
0.00;160.00
0.00;420.00
25000.00;441.00
90100.00;1150.80
0.00;210.00
484350.00;5209.00
0.00;160.00
300000.00;3463.50
0.00;160.00
225825.00;2541.30
10300.00;326.80
15000.00;368.00
150000.00;1314.27
161300.00;1882.10
8000.00;295.90
10000.00;316.50
50000.00;728.50
45000.00;677.00
0.00;0.00
0.00;160.00
7500.00;295.90
0.00;264.00
67000.00;903.60
135000.00;1604.00
1680.00;280.00
0.00;170.00
45000.00;677.00
50000.00;728.50
34200.00;367.70
73500.00;975.70
25000.00;601.00
83100.00;1078.70
12600.00;347.40
750000.00;7938.50
25000.00;471.00
0.00;160.00
46151.00;697.60
111000.00;1356.80
1000.00;225.00
46200.00;697.60
0.00;170.00
100000.00;1243.50
6500.00;140.30
45000.00;336.00
0.00;0.00
600.00;130.00
0.00;0.00
536000.00;5734.30
5000.00;235.00
0.00;0.00
9000.00;276.20
59550.00;831.50
0.00;0.00
0.00;0.00
70000.00;934.50
14200.00;368.00
7500.00;265.90
0.00;210.00
12000.00;166.05
10000.00;155.75
22500.00;450.40
1000.00;225.00
25000.00;471.00
40000.00;625.50
88500.00;1130.20
0.00;200.00
39500.00;625.50
0.00;420.00
25000.00;471.00
0.00;100.00
4000.00;245.00
0.00;0.00
1000.00;280.00
50000.00;361.75
89320.00;1140.50
0.00;250.00
0.00;0.00
91107.00;578.05
10000.00;316.50
6000.00;275.30
26300.00;491.60
14780.00;368.00
26000.00;451.30
21500.00;440.10
100.00;225.00
10000.00;316.50
100000.00;619.25
8190.00;276.20
159000.00;1851.20
80000.00;1252.50
0.00;250.00
90000.00;1140.50
0.00;499.60
40000.00;625.50
0.00;260.00
44800.00;837.00
100000.00;1243.50
12000.00;337.10
18000.00;398.90
10000.00;316.50
4500.00;265.00
20000.00;207.25
25000.00;471.00
3000.00;225.00
28000.00;501.90
0.00;0.00
0.00;100.00
51700.00;532.05
0.00;778.64
38500.00;615.20
0.00;160.00
0.00;1042.76
2000.00;130.00
0.00;560.00
850.00;225.00
79000.00;758.50
20000.00;419.50
848478.00;9118.20
5000.00;265.00
10000.00;316.50
17000.00;388.60
0.00;200.00
1134400.00;11904.00
0.00;100.00
0.00;160.00
30000.00;522.50
5000.00;265.00
9500.00;155.75
3000.00;225.00
780000.00;8247.50
60000.00;831.50
375000.00;4076.00
5126.00;245.30
0.00;160.00
0.00;320.00
4518847.00;46759.20
52298.00;759.40
0.00;160.00
198582.00;2263.20
1000.00;130.00
107600.00;1325.90
37140.00;604.90
0.00;10485.10
22000.00;440.10
27000.00;491.60
3000.00;225.00
30000.00;522.50
29000.00;253.60
0.00;160.00
100.00;195.00
4500.00;130.00
100.00;225.00
0.00;160.00
1291303.00;13521.10
150000.00;1813.50
21500.00;257.55
0.00;180.00
1000.00;225.00
0.00;180.00
173579.00;2005.70
10.00;225.00
19250.00;419.50
0.00;160.00
0.00;130.00
230000.00;2582.50
25000.00;471.00
5000.00;265.00
25550.00;481.30
22840.00;450.40
40000.00;625.50
11100.00;337.10
0.00;200.00
54440.00;780.00
12000.00;337.10
25000.00;471.00
120000.00;1449.50
6600.00;255.60
0.00;200.00
0.00;190.00
624000.00;6640.70
50340.00;366.90
81000.00;1047.80
0.00;165.00
0.00;160.00
20000.00;549.50
5000.00;265.00
3000.00;225.00
274000.00;3035.70
140200.00;1665.80
0.00;420.00
0.00;100.00
0.00;100.00
0.00;250.00
120000.00;1449.50
0.00;160.00
47980.00;638.69
20000.00;207.25
0.00;420.00
0.00;0.00
33576.00;563.70
19750.00;419.50
57000.00;800.60
1795.00;225.00
111000.00;1356.80
25000.00;471.00
33000.00;713.40
97000.00;1182.60
9700.00;155.75
59500.00;831.50
34850.00;574.00
0.00;160.00
98000.00;1222.90
10000.00;316.50
3000.00;280.00
95000.00;1192.00
8000.00;265.90
20000.00;549.50
20000.00;207.25
3000.00;225.00
0.00;300.00
158000.00;1840.90
10000.00;446.50
1000.00;195.00
20000.00;419.50
0.00;0.00
12000.00;337.10
0.00;163.00
11000.00;326.80
110000.00;1346.50
19770.00;419.50
61000.00;418.40
100.00;225.00
50000.00;728.50
10000.00;316.50
27000.00;491.60
0.00;170.00
0.00;160.00
2000.00;225.00
0.00;625.40
75000.00;986.00
55000.00;780.00
0.00;160.00
100.00;225.00
0.00;160.00
29000.00;512.20
1795.00;225.00
95000.00;1192.00
38000.00;734.90
33000.00;713.40
0.00;260.00
80000.00;1037.50
165200.00;1923.30
0.00;200.00
0.00;130.00
68500.00;924.20
0.00;160.00
4000.00;245.00
50000.00;728.50
0.00;210.00
0.00;160.00
0.00;130.00
20000.00;549.50
95000.00;1192.00
0.00;160.00
10000.00;286.50
40000.00;625.50
183000.00;2098.40
43000.00;325.70
4000.00;245.00
0.00;200.00
150000.00;1758.50
53500.00;769.70
3845.00;215.00
0.00;534.40
8000.00;295.90
131780.00;1573.10
150000.00;1758.50
0.00;170.00
0.00;130.00
150000.00;1758.50
25000.00;471.00
0.00;180.00
460000.00;4951.50
113000.00;1377.40
10000.00;286.50
30000.00;522.50
7000.00;140.30
3000.00;225.00
18500.00;202.10
50000.00;728.50
0.00;420.00
200000.00;2273.50
0.00;656.00
303250.00;3344.70
9000.00;306.20
229000.00;2572.20
147000.00;1727.60
2330.00;195.00
40000.00;625.50
90400.00;1120.80
45500.00;687.30
30000.00;522.50
876000.00;9236.30
0.00;420.00
267330.00;2973.90
153000.00;1979.40
535000.00;5724.00
289800.00;3200.50
1000.00;225.00
0.00;481.00
500000.00;5363.50
5000.00;265.00
179000.00;2272.20
40705.00;635.80
371000.00;4034.80
21000.00;429.80
13000.00;347.40
0.00;360.00
16000.00;378.30
6600.00;255.60
29000.00;253.60
5000.00;265.00
94200.00;1192.00
13455.00;327.70
350000.00;3818.50
7500.00;295.90
30000.00;522.50
0.00;400.00
0.00;420.00
2850.00;130.00
35000.00;574.00
27930.00;501.90
0.00;400.00
352990.00;1922.20
4000.00;130.00
12000.00;307.10
4000.00;245.00
3000.00;225.00
26100.00;403.30
0.00;160.00
7200.00;295.90
3300.00;215.00
11700.00;337.10
21050.00;440.10
58000.00;810.90
0.00;312.00
0.00;195.00
5000.00;130.00
35000.00;574.00
26500.00;491.60
0.00;170.00
0.00;190.00
0.00;288.00
7500.00;145.45
5000.00;265.00
14060.00;181.50
17000.00;231.80
225000.00;2531.00
40000.00;595.50
0.00;320.00
0.00;31307.38
10000.00;316.50
15000.00;368.00
42000.00;646.10
42400.00;711.40
528000.00;5651.90
15000.00;181.50
